Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10033-45446,10033,6/3/2024,10:02 AM,7:39 PM,Carlos Ian,Martinez
10033-45447,10033,6/4/2024,10:10 AM,6:54 PM,Carlos Ian,Martinez
10033-45448,10033,6/5/2024,9:59 AM,6:34 PM,Carlos Ian,Martinez
10033-45449,10033,6/6/2024,10:55 AM,9:16 PM,Carlos Ian,Martinez
10033-45450,10033,6/7/2024,8:02 AM,3:02 PM,Carlos Ian,Martinez
10033-45453,10033,6/10/2024,8:14 AM,5:40 PM,Carlos Ian,Martinez
10033-45454,10033,6/11/2024,10:15 AM,8:21 PM,Carlos Ian,Martinez
10033-45455,10033,6/12/2024,8:11 AM,5:57 PM,Carlos Ian,Martinez
10033-45456,10033,6/13/2024,10:17 AM,6:35 PM,Carlos Ian,Martinez
10033-45457,10033,6/14/2024,9:32 AM,7:35 PM,Carlos Ian,Martinez
10033-45460,10033,6/17/2024,9:02 AM,5:05 PM,Carlos Ian,Martinez
10033-45461,10033,6/18/2024,8:06 AM,4:59 PM,Carlos Ian,Martinez
10033-45462,10033,6/19/2024,8:28 AM,6:19 PM,Carlos Ian,Martinez
10033-45463,10033,6/20/2024,8:54 AM,4:10 PM,Carlos Ian,Martinez
10033-45464,10033,6/21/2024,9:14 AM,4:35 PM,Carlos Ian,Martinez
10033-45467,10033,6/24/2024,8:36 AM,5:06 PM,Carlos Ian,Martinez
10033-45468,10033,6/25/2024,10:43 AM,8:05 PM,Carlos Ian,Martinez
10033-45469,10033,6/26/2024,9:33 AM,4:35 PM,Carlos Ian,Martinez
10033-45470,10033,6/27/2024,10:59 AM,8:20 PM,Carlos Ian,Martinez
10033-45471,10033,6/28/2024,8:13 AM,5:10 PM,Carlos Ian,Martinez
10033-45474,10033,7/1/2024,10:59 AM,8:40 PM,Carlos Ian,Martinez
10033-45475,10033,7/2/2024,9:57 AM,8:03 PM,Carlos Ian,Martinez
10033-45476,10033,7/3/2024,8:45 AM,4:17 PM,Carlos Ian,Martinez
10033-45477,10033,7/4/2024,10:50 AM,6:35 PM,Carlos Ian,Martinez
