Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10026-45446,10026,6/3/2024,8:17 AM,6:31 PM,Percival,Gutierrez
10026-45447,10026,6/4/2024,8:25 AM,4:41 PM,Percival,Gutierrez
10026-45448,10026,6/5/2024,10:11 AM,7:17 PM,Percival,Gutierrez
10026-45449,10026,6/6/2024,8:13 AM,3:42 PM,Percival,Gutierrez
10026-45450,10026,6/7/2024,8:04 AM,5:41 PM,Percival,Gutierrez
10026-45453,10026,6/10/2024,8:42 AM,5:01 PM,Percival,Gutierrez
10026-45454,10026,6/11/2024,10:35 AM,8:15 PM,Percival,Gutierrez
10026-45455,10026,6/12/2024,8:03 AM,5:02 PM,Percival,Gutierrez
10026-45456,10026,6/13/2024,9:35 AM,6:44 PM,Percival,Gutierrez
10026-45457,10026,6/14/2024,8:34 AM,4:56 PM,Percival,Gutierrez
10026-45460,10026,6/17/2024,8:51 AM,6:33 PM,Percival,Gutierrez
10026-45461,10026,6/18/2024,9:31 AM,5:55 PM,Percival,Gutierrez
10026-45462,10026,6/19/2024,9:23 AM,5:05 PM,Percival,Gutierrez
10026-45463,10026,6/20/2024,8:02 AM,6:00 PM,Percival,Gutierrez
10026-45464,10026,6/21/2024,9:14 AM,5:42 PM,Percival,Gutierrez
10026-45467,10026,6/24/2024,10:43 AM,7:40 PM,Percival,Gutierrez
10026-45468,10026,6/25/2024,8:12 AM,6:34 PM,Percival,Gutierrez
10026-45469,10026,6/26/2024,9:49 AM,7:34 PM,Percival,Gutierrez
10026-45470,10026,6/27/2024,10:00 AM,6:54 PM,Percival,Gutierrez
10026-45471,10026,6/28/2024,8:51 AM,5:31 PM,Percival,Gutierrez
10026-45474,10026,7/1/2024,8:51 AM,7:09 PM,Percival,Gutierrez
10026-45475,10026,7/2/2024,8:28 AM,5:44 PM,Percival,Gutierrez
10026-45476,10026,7/3/2024,10:49 AM,9:20 PM,Percival,Gutierrez
10026-45477,10026,7/4/2024,9:25 AM,5:23 PM,Percival,Gutierrez
10026-45478,10026,7/5/2024,9:24 AM,8:16 PM,Percival,Gutierrez
10026-45481,10026,7/8/2024,10:28 AM,8:04 PM,Percival,Gutierrez
10026-45482,10026,7/9/2024,9:47 AM,8:41 PM,Percival,Gutierrez
10026-45483,10026,7/10/2024,8:58 AM,6:12 PM,Percival,Gutierrez
10026-45484,10026,7/11/2024,9:13 AM,5:49 PM,Percival,Gutierrez
10026-45485,10026,7/12/2024,10:25 AM,6:30 PM,Percival,Gutierrez
10026-45488,10026,7/15/2024,9:58 AM,5:03 PM,Percival,Gutierrez
10026-45489,10026,7/16/2024,10:18 AM,5:21 PM,Percival,Gutierrez
10026-45490,10026,7/17/2024,8:20 AM,5:54 PM,Percival,Gutierrez
10026-45491,10026,7/18/2024,8:49 AM,4:34 PM,Percival,Gutierrez
10026-45492,10026,7/19/2024,9:29 AM,5:22 PM,Percival,Gutierrez
10026-45495,10026,7/22/2024,10:18 AM,7:41 PM,Percival,Gutierrez
10026-45496,10026,7/23/2024,10:02 AM,6:46 PM,Percival,Gutierrez
10026-45497,10026,7/24/2024,10:11 AM,6:30 PM,Percival,Gutierrez
10026-45498,10026,7/25/2024,10:15 AM,9:13 PM,Percival,Gutierrez
10026-45499,10026,7/26/2024,8:03 AM,4:26 PM,Percival,Gutierrez
10026-45502,10026,7/29/2024,10:48 AM,9:00 PM,Percival,Gutierrez
10026-45503,10026,7/30/2024,9:01 AM,5:42 PM,Percival,Gutierrez
10026-45504,10026,7/31/2024,9:46 AM,7:53 PM,Percival,Gutierrez
10026-45505,10026,8/1/2024,8:59 AM,6:19 PM,Percival,Gutierrez
10026-45506,10026,8/2/2024,9:52 AM,8:04 PM,Percival,Gutierrez
10026-45509,10026,8/5/2024,10:41 AM,8:14 PM,Percival,Gutierrez
10026-45510,10026,8/6/2024,10:58 AM,9:18 PM,Percival,Gutierrez
10026-45511,10026,8/7/2024,8:41 AM,6:59 PM,Percival,Gutierrez
10026-45512,10026,8/8/2024,10:46 AM,9:04 PM,Percival,Gutierrez
10026-45513,10026,8/9/2024,10:03 AM,6:51 PM,Percival,Gutierrez
10026-45516,10026,8/12/2024,9:24 AM,8:02 PM,Percival,Gutierrez
10026-45517,10026,8/13/2024,10:49 AM,6:25 PM,Percival,Gutierrez
10026-45518,10026,8/14/2024,9:22 AM,5:47 PM,Percival,Gutierrez
10026-45519,10026,8/15/2024,10:51 AM,6:24 PM,Percival,Gutierrez
10026-45520,10026,8/16/2024,9:08 AM,7:08 PM,Percival,Gutierrez
10026-45523,10026,8/19/2024,9:00 AM,4:28 PM,Percival,Gutierrez
10026-45524,10026,8/20/2024,10:52 AM,6:47 PM,Percival,Gutierrez
10026-45525,10026,8/21/2024,10:06 AM,7:16 PM,Percival,Gutierrez
10026-45526,10026,8/22/2024,9:32 AM,6:00 PM,Percival,Gutierrez
10026-45527,10026,8/23/2024,10:52 AM,7:24 PM,Percival,Gutierrez
10026-45530,10026,8/26/2024,8:06 AM,4:49 PM,Percival,Gutierrez
10026-45531,10026,8/27/2024,10:19 AM,8:10 PM,Percival,Gutierrez
10026-45532,10026,8/28/2024,10:47 AM,9:21 PM,Percival,Gutierrez
10026-45533,10026,8/29/2024,8:33 AM,4:53 PM,Percival,Gutierrez
10026-45534,10026,8/30/2024,10:09 AM,8:18 PM,Percival,Gutierrez
10026-45537,10026,9/2/2024,10:07 AM,7:00 PM,Percival,Gutierrez
10026-45538,10026,9/3/2024,8:33 AM,6:02 PM,Percival,Gutierrez
10026-45539,10026,9/4/2024,10:16 AM,8:23 PM,Percival,Gutierrez
10026-45540,10026,9/5/2024,9:15 AM,5:49 PM,Percival,Gutierrez
10026-45541,10026,9/6/2024,8:53 AM,5:58 PM,Percival,Gutierrez
10026-45544,10026,9/9/2024,9:16 AM,8:03 PM,Percival,Gutierrez
10026-45545,10026,9/10/2024,9:17 AM,5:44 PM,Percival,Gutierrez
10026-45546,10026,9/11/2024,8:59 AM,5:01 PM,Percival,Gutierrez
10026-45547,10026,9/12/2024,8:30 AM,7:13 PM,Percival,Gutierrez
10026-45548,10026,9/13/2024,8:16 AM,6:10 PM,Percival,Gutierrez
10026-45551,10026,9/16/2024,10:34 AM,8:39 PM,Percival,Gutierrez
10026-45552,10026,9/17/2024,10:31 AM,8:19 PM,Percival,Gutierrez
10026-45553,10026,9/18/2024,8:39 AM,5:45 PM,Percival,Gutierrez
10026-45554,10026,9/19/2024,9:55 AM,7:48 PM,Percival,Gutierrez
10026-45555,10026,9/20/2024,8:26 AM,7:20 PM,Percival,Gutierrez
10026-45558,10026,9/23/2024,9:50 AM,8:03 PM,Percival,Gutierrez
10026-45559,10026,9/24/2024,9:43 AM,7:40 PM,Percival,Gutierrez
10026-45560,10026,9/25/2024,8:54 AM,3:55 PM,Percival,Gutierrez
10026-45561,10026,9/26/2024,10:20 AM,7:09 PM,Percival,Gutierrez
10026-45562,10026,9/27/2024,9:25 AM,5:37 PM,Percival,Gutierrez
10026-45565,10026,9/30/2024,10:57 AM,8:00 PM,Percival,Gutierrez
10026-45566,10026,10/1/2024,10:53 AM,7:10 PM,Percival,Gutierrez
10026-45567,10026,10/2/2024,8:22 AM,4:29 PM,Percival,Gutierrez
10026-45568,10026,10/3/2024,10:00 AM,8:02 PM,Percival,Gutierrez
10026-45569,10026,10/4/2024,10:36 AM,8:40 PM,Percival,Gutierrez
10026-45572,10026,10/7/2024,10:31 AM,9:19 PM,Percival,Gutierrez
10026-45573,10026,10/8/2024,9:10 AM,6:41 PM,Percival,Gutierrez
10026-45574,10026,10/9/2024,8:16 AM,4:59 PM,Percival,Gutierrez
10026-45575,10026,10/10/2024,8:42 AM,4:25 PM,Percival,Gutierrez
10026-45576,10026,10/11/2024,8:37 AM,5:51 PM,Percival,Gutierrez
10026-45579,10026,10/14/2024,9:09 AM,6:54 PM,Percival,Gutierrez
10026-45580,10026,10/15/2024,9:02 AM,7:05 PM,Percival,Gutierrez
10026-45581,10026,10/16/2024,10:56 AM,9:31 PM,Percival,Gutierrez
10026-45582,10026,10/17/2024,8:31 AM,6:40 PM,Percival,Gutierrez
10026-45583,10026,10/18/2024,9:37 AM,4:48 PM,Percival,Gutierrez
