Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10014-45446,10014,6/3/2024,9:23 AM,6:09 PM,Leila,Martinez
10014-45447,10014,6/4/2024,9:11 AM,5:10 PM,Leila,Martinez
10014-45448,10014,6/5/2024,8:50 AM,6:10 PM,Leila,Martinez
10014-45449,10014,6/6/2024,9:08 AM,5:30 PM,Leila,Martinez
10014-45450,10014,6/7/2024,8:30 AM,5:31 PM,Leila,Martinez
10014-45453,10014,6/10/2024,9:43 AM,7:52 PM,Leila,Martinez
10014-45454,10014,6/11/2024,10:46 AM,8:44 PM,Leila,Martinez
10014-45455,10014,6/12/2024,9:06 AM,6:52 PM,Leila,Martinez
10014-45456,10014,6/13/2024,10:56 AM,9:55 PM,Leila,Martinez
10014-45457,10014,6/14/2024,10:43 AM,9:35 PM,Leila,Martinez
10014-45460,10014,6/17/2024,10:21 AM,8:16 PM,Leila,Martinez
10014-45461,10014,6/18/2024,9:35 AM,5:36 PM,Leila,Martinez
10014-45462,10014,6/19/2024,10:32 AM,8:15 PM,Leila,Martinez
10014-45463,10014,6/20/2024,8:51 AM,5:57 PM,Leila,Martinez
10014-45464,10014,6/21/2024,9:32 AM,6:27 PM,Leila,Martinez
10014-45467,10014,6/24/2024,8:52 AM,5:16 PM,Leila,Martinez
10014-45468,10014,6/25/2024,9:11 AM,4:13 PM,Leila,Martinez
10014-45469,10014,6/26/2024,10:06 AM,8:56 PM,Leila,Martinez
10014-45470,10014,6/27/2024,10:54 AM,8:46 PM,Leila,Martinez
10014-45471,10014,6/28/2024,9:19 AM,4:36 PM,Leila,Martinez
10014-45474,10014,7/1/2024,9:34 AM,6:19 PM,Leila,Martinez
10014-45475,10014,7/2/2024,9:31 AM,4:35 PM,Leila,Martinez
10014-45476,10014,7/3/2024,10:31 AM,8:46 PM,Leila,Martinez
10014-45477,10014,7/4/2024,8:33 AM,4:49 PM,Leila,Martinez
10014-45478,10014,7/5/2024,9:12 AM,7:43 PM,Leila,Martinez
10014-45481,10014,7/8/2024,10:37 AM,8:47 PM,Leila,Martinez
10014-45482,10014,7/9/2024,10:45 AM,8:49 PM,Leila,Martinez
10014-45483,10014,7/10/2024,9:57 AM,8:31 PM,Leila,Martinez
10014-45484,10014,7/11/2024,10:37 AM,7:41 PM,Leila,Martinez
10014-45485,10014,7/12/2024,9:38 AM,4:55 PM,Leila,Martinez
10014-45488,10014,7/15/2024,9:39 AM,4:45 PM,Leila,Martinez
10014-45489,10014,7/16/2024,10:12 AM,7:48 PM,Leila,Martinez
10014-45490,10014,7/17/2024,9:15 AM,8:08 PM,Leila,Martinez
10014-45491,10014,7/18/2024,9:58 AM,8:23 PM,Leila,Martinez
10014-45492,10014,7/19/2024,10:44 AM,8:17 PM,Leila,Martinez
10014-45495,10014,7/22/2024,8:01 AM,5:59 PM,Leila,Martinez
10014-45496,10014,7/23/2024,8:55 AM,6:46 PM,Leila,Martinez
10014-45497,10014,7/24/2024,8:30 AM,3:42 PM,Leila,Martinez
10014-45498,10014,7/25/2024,8:18 AM,5:23 PM,Leila,Martinez
10014-45499,10014,7/26/2024,8:45 AM,6:44 PM,Leila,Martinez
10014-45502,10014,7/29/2024,10:56 AM,7:51 PM,Leila,Martinez
10014-45503,10014,7/30/2024,8:49 AM,4:14 PM,Leila,Martinez
10014-45504,10014,7/31/2024,10:35 AM,5:41 PM,Leila,Martinez
10014-45505,10014,8/1/2024,9:44 AM,5:59 PM,Leila,Martinez
10014-45506,10014,8/2/2024,8:57 AM,4:06 PM,Leila,Martinez
10014-45509,10014,8/5/2024,8:43 AM,5:37 PM,Leila,Martinez
10014-45510,10014,8/6/2024,10:59 AM,6:40 PM,Leila,Martinez
10014-45511,10014,8/7/2024,9:12 AM,5:56 PM,Leila,Martinez
10014-45512,10014,8/8/2024,9:34 AM,7:28 PM,Leila,Martinez
10014-45513,10014,8/9/2024,10:04 AM,7:29 PM,Leila,Martinez
10014-45516,10014,8/12/2024,8:05 AM,4:09 PM,Leila,Martinez
10014-45517,10014,8/13/2024,8:27 AM,4:05 PM,Leila,Martinez
10014-45518,10014,8/14/2024,10:23 AM,5:41 PM,Leila,Martinez
10014-45519,10014,8/15/2024,8:27 AM,6:24 PM,Leila,Martinez
10014-45520,10014,8/16/2024,10:02 AM,5:57 PM,Leila,Martinez
10014-45523,10014,8/19/2024,8:13 AM,5:55 PM,Leila,Martinez
10014-45524,10014,8/20/2024,9:34 AM,5:18 PM,Leila,Martinez
10014-45525,10014,8/21/2024,10:35 AM,9:02 PM,Leila,Martinez
10014-45526,10014,8/22/2024,9:11 AM,4:16 PM,Leila,Martinez
10014-45527,10014,8/23/2024,9:22 AM,4:28 PM,Leila,Martinez
10014-45530,10014,8/26/2024,9:58 AM,7:09 PM,Leila,Martinez
10014-45531,10014,8/27/2024,9:24 AM,6:14 PM,Leila,Martinez
10014-45532,10014,8/28/2024,8:45 AM,3:47 PM,Leila,Martinez
10014-45533,10014,8/29/2024,8:10 AM,6:31 PM,Leila,Martinez
10014-45534,10014,8/30/2024,8:58 AM,5:52 PM,Leila,Martinez
10014-45537,10014,9/2/2024,10:26 AM,6:07 PM,Leila,Martinez
10014-45538,10014,9/3/2024,10:04 AM,7:22 PM,Leila,Martinez
10014-45539,10014,9/4/2024,8:35 AM,5:44 PM,Leila,Martinez
10014-45540,10014,9/5/2024,8:03 AM,5:28 PM,Leila,Martinez
10014-45541,10014,9/6/2024,9:33 AM,7:51 PM,Leila,Martinez
10014-45544,10014,9/9/2024,10:04 AM,5:24 PM,Leila,Martinez
10014-45545,10014,9/10/2024,8:06 AM,5:15 PM,Leila,Martinez
10014-45546,10014,9/11/2024,9:48 AM,5:34 PM,Leila,Martinez
10014-45547,10014,9/12/2024,9:34 AM,8:23 PM,Leila,Martinez
10014-45548,10014,9/13/2024,9:24 AM,7:22 PM,Leila,Martinez
10014-45551,10014,9/16/2024,10:57 AM,6:03 PM,Leila,Martinez
10014-45552,10014,9/17/2024,10:50 AM,7:29 PM,Leila,Martinez
10014-45553,10014,9/18/2024,10:59 AM,9:57 PM,Leila,Martinez
10014-45554,10014,9/19/2024,10:55 AM,6:49 PM,Leila,Martinez
10014-45555,10014,9/20/2024,10:14 AM,6:47 PM,Leila,Martinez
10014-45558,10014,9/23/2024,8:19 AM,4:10 PM,Leila,Martinez
10014-45559,10014,9/24/2024,8:13 AM,4:16 PM,Leila,Martinez
10014-45560,10014,9/25/2024,9:34 AM,5:13 PM,Leila,Martinez
10014-45561,10014,9/26/2024,10:20 AM,6:36 PM,Leila,Martinez
10014-45562,10014,9/27/2024,9:42 AM,7:08 PM,Leila,Martinez
10014-45565,10014,9/30/2024,8:40 AM,7:20 PM,Leila,Martinez
10014-45566,10014,10/1/2024,8:54 AM,6:45 PM,Leila,Martinez
10014-45567,10014,10/2/2024,10:47 AM,6:33 PM,Leila,Martinez
10014-45568,10014,10/3/2024,10:41 AM,8:09 PM,Leila,Martinez
10014-45569,10014,10/4/2024,8:43 AM,7:17 PM,Leila,Martinez
10014-45572,10014,10/7/2024,8:27 AM,5:42 PM,Leila,Martinez
10014-45573,10014,10/8/2024,8:02 AM,6:32 PM,Leila,Martinez
10014-45574,10014,10/9/2024,10:26 AM,7:33 PM,Leila,Martinez
10014-45575,10014,10/10/2024,9:50 AM,8:47 PM,Leila,Martinez
10014-45576,10014,10/11/2024,8:09 AM,4:35 PM,Leila,Martinez
10014-45579,10014,10/14/2024,10:28 AM,5:33 PM,Leila,Martinez
10014-45580,10014,10/15/2024,8:18 AM,7:10 PM,Leila,Martinez
10014-45581,10014,10/16/2024,9:21 AM,6:49 PM,Leila,Martinez
10014-45582,10014,10/17/2024,9:05 AM,7:58 PM,Leila,Martinez
10014-45583,10014,10/18/2024,10:18 AM,8:48 PM,Leila,Martinez
