Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10021-45446,10021,6/3/2024,9:37 AM,6:45 PM,Darlene,Lazaro
10021-45447,10021,6/4/2024,8:59 AM,7:50 PM,Darlene,Lazaro
10021-45448,10021,6/5/2024,10:18 AM,6:05 PM,Darlene,Lazaro
10021-45449,10021,6/6/2024,8:03 AM,4:44 PM,Darlene,Lazaro
10021-45450,10021,6/7/2024,9:52 AM,7:04 PM,Darlene,Lazaro
10021-45453,10021,6/10/2024,9:03 AM,4:45 PM,Darlene,Lazaro
10021-45454,10021,6/11/2024,9:33 AM,6:51 PM,Darlene,Lazaro
10021-45455,10021,6/12/2024,10:09 AM,7:52 PM,Darlene,Lazaro
10021-45456,10021,6/13/2024,8:47 AM,5:17 PM,Darlene,Lazaro
10021-45457,10021,6/14/2024,9:44 AM,6:25 PM,Darlene,Lazaro
10021-45460,10021,6/17/2024,10:25 AM,8:02 PM,Darlene,Lazaro
10021-45461,10021,6/18/2024,9:02 AM,5:36 PM,Darlene,Lazaro
10021-45462,10021,6/19/2024,10:37 AM,6:21 PM,Darlene,Lazaro
10021-45463,10021,6/20/2024,9:35 AM,7:22 PM,Darlene,Lazaro
10021-45464,10021,6/21/2024,9:23 AM,7:28 PM,Darlene,Lazaro
10021-45467,10021,6/24/2024,8:49 AM,4:16 PM,Darlene,Lazaro
10021-45468,10021,6/25/2024,9:07 AM,5:24 PM,Darlene,Lazaro
10021-45469,10021,6/26/2024,9:55 AM,7:16 PM,Darlene,Lazaro
10021-45470,10021,6/27/2024,8:11 AM,7:05 PM,Darlene,Lazaro
10021-45471,10021,6/28/2024,9:56 AM,8:30 PM,Darlene,Lazaro
10021-45474,10021,7/1/2024,9:57 AM,6:40 PM,Darlene,Lazaro
10021-45475,10021,7/2/2024,9:03 AM,5:55 PM,Darlene,Lazaro
10021-45476,10021,7/3/2024,8:49 AM,7:16 PM,Darlene,Lazaro
10021-45477,10021,7/4/2024,8:21 AM,4:55 PM,Darlene,Lazaro
10021-45478,10021,7/5/2024,10:36 AM,8:42 PM,Darlene,Lazaro
10021-45481,10021,7/8/2024,9:50 AM,6:30 PM,Darlene,Lazaro
10021-45482,10021,7/9/2024,8:07 AM,4:33 PM,Darlene,Lazaro
10021-45483,10021,7/10/2024,10:14 AM,5:30 PM,Darlene,Lazaro
10021-45484,10021,7/11/2024,8:11 AM,5:35 PM,Darlene,Lazaro
10021-45485,10021,7/12/2024,8:03 AM,3:30 PM,Darlene,Lazaro
10021-45488,10021,7/15/2024,9:49 AM,5:26 PM,Darlene,Lazaro
10021-45489,10021,7/16/2024,10:23 AM,7:10 PM,Darlene,Lazaro
10021-45490,10021,7/17/2024,9:13 AM,5:57 PM,Darlene,Lazaro
10021-45491,10021,7/18/2024,8:26 AM,6:05 PM,Darlene,Lazaro
10021-45492,10021,7/19/2024,9:55 AM,7:58 PM,Darlene,Lazaro
10021-45495,10021,7/22/2024,10:41 AM,7:02 PM,Darlene,Lazaro
10021-45496,10021,7/23/2024,8:27 AM,6:53 PM,Darlene,Lazaro
10021-45497,10021,7/24/2024,8:27 AM,4:52 PM,Darlene,Lazaro
10021-45498,10021,7/25/2024,9:19 AM,7:52 PM,Darlene,Lazaro
10021-45499,10021,7/26/2024,10:48 AM,8:35 PM,Darlene,Lazaro
10021-45502,10021,7/29/2024,8:00 AM,6:24 PM,Darlene,Lazaro
10021-45503,10021,7/30/2024,9:27 AM,5:57 PM,Darlene,Lazaro
10021-45504,10021,7/31/2024,9:30 AM,4:37 PM,Darlene,Lazaro
10021-45505,10021,8/1/2024,10:45 AM,5:55 PM,Darlene,Lazaro
10021-45506,10021,8/2/2024,8:41 AM,5:50 PM,Darlene,Lazaro
10021-45509,10021,8/5/2024,8:29 AM,5:36 PM,Darlene,Lazaro
10021-45510,10021,8/6/2024,9:59 AM,5:19 PM,Darlene,Lazaro
10021-45511,10021,8/7/2024,10:36 AM,7:57 PM,Darlene,Lazaro
10021-45512,10021,8/8/2024,10:58 AM,9:03 PM,Darlene,Lazaro
10021-45513,10021,8/9/2024,10:49 AM,9:11 PM,Darlene,Lazaro
10021-45516,10021,8/12/2024,8:20 AM,6:31 PM,Darlene,Lazaro
10021-45517,10021,8/13/2024,10:38 AM,8:59 PM,Darlene,Lazaro
10021-45518,10021,8/14/2024,10:28 AM,9:04 PM,Darlene,Lazaro
10021-45519,10021,8/15/2024,9:12 AM,7:48 PM,Darlene,Lazaro
10021-45520,10021,8/16/2024,8:07 AM,7:02 PM,Darlene,Lazaro
10021-45523,10021,8/19/2024,8:41 AM,5:23 PM,Darlene,Lazaro
10021-45524,10021,8/20/2024,10:39 AM,5:56 PM,Darlene,Lazaro
10021-45525,10021,8/21/2024,9:52 AM,6:12 PM,Darlene,Lazaro
10021-45526,10021,8/22/2024,8:40 AM,6:07 PM,Darlene,Lazaro
10021-45527,10021,8/23/2024,9:20 AM,6:00 PM,Darlene,Lazaro
10021-45530,10021,8/26/2024,9:56 AM,7:20 PM,Darlene,Lazaro
10021-45531,10021,8/27/2024,10:49 AM,6:56 PM,Darlene,Lazaro
10021-45532,10021,8/28/2024,10:50 AM,8:38 PM,Darlene,Lazaro
10021-45533,10021,8/29/2024,9:33 AM,7:24 PM,Darlene,Lazaro
10021-45534,10021,8/30/2024,9:45 AM,8:12 PM,Darlene,Lazaro
10021-45537,10021,9/2/2024,9:16 AM,6:58 PM,Darlene,Lazaro
10021-45538,10021,9/3/2024,10:20 AM,7:03 PM,Darlene,Lazaro
10021-45539,10021,9/4/2024,9:44 AM,7:57 PM,Darlene,Lazaro
10021-45540,10021,9/5/2024,9:52 AM,5:56 PM,Darlene,Lazaro
10021-45541,10021,9/6/2024,9:08 AM,4:42 PM,Darlene,Lazaro
10021-45544,10021,9/9/2024,8:25 AM,7:20 PM,Darlene,Lazaro
10021-45545,10021,9/10/2024,10:12 AM,7:55 PM,Darlene,Lazaro
10021-45546,10021,9/11/2024,10:26 AM,7:40 PM,Darlene,Lazaro
10021-45547,10021,9/12/2024,9:02 AM,5:57 PM,Darlene,Lazaro
10021-45548,10021,9/13/2024,9:09 AM,5:05 PM,Darlene,Lazaro
10021-45551,10021,9/16/2024,8:25 AM,6:07 PM,Darlene,Lazaro
10021-45552,10021,9/17/2024,9:10 AM,6:18 PM,Darlene,Lazaro
10021-45553,10021,9/18/2024,9:52 AM,8:03 PM,Darlene,Lazaro
10021-45554,10021,9/19/2024,8:10 AM,4:19 PM,Darlene,Lazaro
10021-45555,10021,9/20/2024,8:21 AM,5:37 PM,Darlene,Lazaro
10021-45558,10021,9/23/2024,10:08 AM,6:38 PM,Darlene,Lazaro
10021-45559,10021,9/24/2024,9:56 AM,5:31 PM,Darlene,Lazaro
10021-45560,10021,9/25/2024,9:26 AM,4:51 PM,Darlene,Lazaro
10021-45561,10021,9/26/2024,10:40 AM,6:28 PM,Darlene,Lazaro
10021-45562,10021,9/27/2024,10:16 AM,6:25 PM,Darlene,Lazaro
10021-45565,10021,9/30/2024,8:25 AM,6:16 PM,Darlene,Lazaro
10021-45566,10021,10/1/2024,10:24 AM,9:03 PM,Darlene,Lazaro
10021-45567,10021,10/2/2024,10:23 AM,6:23 PM,Darlene,Lazaro
10021-45568,10021,10/3/2024,9:23 AM,6:42 PM,Darlene,Lazaro
10021-45569,10021,10/4/2024,9:34 AM,8:21 PM,Darlene,Lazaro
10021-45572,10021,10/7/2024,8:52 AM,4:19 PM,Darlene,Lazaro
10021-45573,10021,10/8/2024,10:39 AM,7:15 PM,Darlene,Lazaro
10021-45574,10021,10/9/2024,10:44 AM,8:25 PM,Darlene,Lazaro
10021-45575,10021,10/10/2024,10:06 AM,8:46 PM,Darlene,Lazaro
10021-45576,10021,10/11/2024,9:57 AM,7:55 PM,Darlene,Lazaro
10021-45579,10021,10/14/2024,10:58 AM,9:52 PM,Darlene,Lazaro
10021-45580,10021,10/15/2024,10:07 AM,7:05 PM,Darlene,Lazaro
10021-45581,10021,10/16/2024,8:43 AM,5:30 PM,Darlene,Lazaro
10021-45582,10021,10/17/2024,9:50 AM,7:16 PM,Darlene,Lazaro
10021-45583,10021,10/18/2024,10:24 AM,7:18 PM,Darlene,Lazaro
10021-45586,10021,10/21/2024,8:43 AM,7:03 PM,Darlene,Lazaro
10021-45587,10021,10/22/2024,10:40 AM,7:42 PM,Darlene,Lazaro
10021-45588,10021,10/23/2024,9:11 AM,7:04 PM,Darlene,Lazaro
10021-45589,10021,10/24/2024,9:20 AM,4:49 PM,Darlene,Lazaro
10021-45590,10021,10/25/2024,9:53 AM,6:47 PM,Darlene,Lazaro
10021-45593,10021,10/28/2024,8:36 AM,4:28 PM,Darlene,Lazaro
10021-45594,10021,10/29/2024,10:27 AM,6:23 PM,Darlene,Lazaro
10021-45595,10021,10/30/2024,9:55 AM,5:52 PM,Darlene,Lazaro
10021-45596,10021,10/31/2024,8:43 AM,4:05 PM,Darlene,Lazaro
10021-45597,10021,11/1/2024,9:34 AM,6:28 PM,Darlene,Lazaro
