Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10028-45446,10028,6/3/2024,8:52 AM,5:23 PM,Lizeth,Villegas
10028-45447,10028,6/4/2024,10:05 AM,7:33 PM,Lizeth,Villegas
10028-45448,10028,6/5/2024,10:14 AM,7:01 PM,Lizeth,Villegas
10028-45449,10028,6/6/2024,8:02 AM,5:46 PM,Lizeth,Villegas
10028-45450,10028,6/7/2024,8:29 AM,7:24 PM,Lizeth,Villegas
10028-45453,10028,6/10/2024,9:28 AM,4:52 PM,Lizeth,Villegas
10028-45454,10028,6/11/2024,8:56 AM,6:11 PM,Lizeth,Villegas
10028-45455,10028,6/12/2024,10:33 AM,6:46 PM,Lizeth,Villegas
10028-45456,10028,6/13/2024,10:22 AM,7:14 PM,Lizeth,Villegas
10028-45457,10028,6/14/2024,8:09 AM,6:57 PM,Lizeth,Villegas
10028-45460,10028,6/17/2024,10:42 AM,8:23 PM,Lizeth,Villegas
10028-45461,10028,6/18/2024,8:38 AM,6:56 PM,Lizeth,Villegas
10028-45462,10028,6/19/2024,10:35 AM,6:55 PM,Lizeth,Villegas
10028-45463,10028,6/20/2024,9:30 AM,6:13 PM,Lizeth,Villegas
10028-45464,10028,6/21/2024,9:32 AM,7:48 PM,Lizeth,Villegas
10028-45467,10028,6/24/2024,9:30 AM,5:18 PM,Lizeth,Villegas
10028-45468,10028,6/25/2024,8:09 AM,3:13 PM,Lizeth,Villegas
10028-45469,10028,6/26/2024,10:13 AM,5:42 PM,Lizeth,Villegas
10028-45470,10028,6/27/2024,9:31 AM,5:35 PM,Lizeth,Villegas
10028-45471,10028,6/28/2024,9:09 AM,5:46 PM,Lizeth,Villegas
10028-45474,10028,7/1/2024,10:01 AM,7:28 PM,Lizeth,Villegas
10028-45475,10028,7/2/2024,9:18 AM,6:59 PM,Lizeth,Villegas
10028-45476,10028,7/3/2024,8:36 AM,4:53 PM,Lizeth,Villegas
10028-45477,10028,7/4/2024,8:11 AM,3:23 PM,Lizeth,Villegas
10028-45478,10028,7/5/2024,10:55 AM,7:40 PM,Lizeth,Villegas
10028-45481,10028,7/8/2024,10:51 AM,9:26 PM,Lizeth,Villegas
10028-45482,10028,7/9/2024,9:21 AM,6:09 PM,Lizeth,Villegas
10028-45483,10028,7/10/2024,10:24 AM,7:19 PM,Lizeth,Villegas
10028-45484,10028,7/11/2024,10:30 AM,8:21 PM,Lizeth,Villegas
10028-45485,10028,7/12/2024,8:53 AM,5:26 PM,Lizeth,Villegas
10028-45488,10028,7/15/2024,10:35 AM,6:04 PM,Lizeth,Villegas
10028-45489,10028,7/16/2024,8:54 AM,7:02 PM,Lizeth,Villegas
10028-45490,10028,7/17/2024,8:06 AM,5:52 PM,Lizeth,Villegas
10028-45491,10028,7/18/2024,9:49 AM,8:33 PM,Lizeth,Villegas
10028-45492,10028,7/19/2024,9:15 AM,6:05 PM,Lizeth,Villegas
10028-45495,10028,7/22/2024,8:04 AM,6:07 PM,Lizeth,Villegas
10028-45496,10028,7/23/2024,9:26 AM,7:30 PM,Lizeth,Villegas
10028-45497,10028,7/24/2024,8:23 AM,3:33 PM,Lizeth,Villegas
10028-45498,10028,7/25/2024,8:00 AM,3:20 PM,Lizeth,Villegas
10028-45499,10028,7/26/2024,8:00 AM,4:56 PM,Lizeth,Villegas
10028-45502,10028,7/29/2024,9:40 AM,6:55 PM,Lizeth,Villegas
10028-45503,10028,7/30/2024,9:53 AM,6:29 PM,Lizeth,Villegas
10028-45504,10028,7/31/2024,9:15 AM,7:38 PM,Lizeth,Villegas
10028-45505,10028,8/1/2024,8:48 AM,6:02 PM,Lizeth,Villegas
10028-45506,10028,8/2/2024,10:50 AM,6:27 PM,Lizeth,Villegas
10028-45509,10028,8/5/2024,8:41 AM,6:42 PM,Lizeth,Villegas
10028-45510,10028,8/6/2024,8:50 AM,6:48 PM,Lizeth,Villegas
10028-45511,10028,8/7/2024,8:43 AM,4:31 PM,Lizeth,Villegas
10028-45512,10028,8/8/2024,10:57 AM,9:33 PM,Lizeth,Villegas
10028-45513,10028,8/9/2024,10:11 AM,9:06 PM,Lizeth,Villegas
10028-45516,10028,8/12/2024,8:52 AM,7:39 PM,Lizeth,Villegas
10028-45517,10028,8/13/2024,10:36 AM,7:29 PM,Lizeth,Villegas
10028-45518,10028,8/14/2024,10:54 AM,9:37 PM,Lizeth,Villegas
10028-45519,10028,8/15/2024,10:34 AM,6:59 PM,Lizeth,Villegas
10028-45520,10028,8/16/2024,10:33 AM,6:23 PM,Lizeth,Villegas
10028-45523,10028,8/19/2024,10:39 AM,8:53 PM,Lizeth,Villegas
10028-45524,10028,8/20/2024,10:38 AM,7:13 PM,Lizeth,Villegas
10028-45525,10028,8/21/2024,9:07 AM,4:08 PM,Lizeth,Villegas
10028-45526,10028,8/22/2024,9:06 AM,5:29 PM,Lizeth,Villegas
10028-45527,10028,8/23/2024,10:36 AM,6:29 PM,Lizeth,Villegas
10028-45530,10028,8/26/2024,10:43 AM,7:32 PM,Lizeth,Villegas
