Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10022-45446,10022,6/3/2024,10:54 AM,8:10 PM,Kolby,Delos Santos
10022-45447,10022,6/4/2024,10:58 AM,6:51 PM,Kolby,Delos Santos
10022-45448,10022,6/5/2024,10:55 AM,9:26 PM,Kolby,Delos Santos
10022-45449,10022,6/6/2024,8:09 AM,6:21 PM,Kolby,Delos Santos
10022-45450,10022,6/7/2024,9:02 AM,4:29 PM,Kolby,Delos Santos
10022-45453,10022,6/10/2024,10:26 AM,5:58 PM,Kolby,Delos Santos
10022-45454,10022,6/11/2024,9:28 AM,6:33 PM,Kolby,Delos Santos
10022-45455,10022,6/12/2024,10:35 AM,9:04 PM,Kolby,Delos Santos
10022-45456,10022,6/13/2024,9:11 AM,5:26 PM,Kolby,Delos Santos
10022-45457,10022,6/14/2024,10:50 AM,6:13 PM,Kolby,Delos Santos
10022-45460,10022,6/17/2024,9:40 AM,8:22 PM,Kolby,Delos Santos
10022-45461,10022,6/18/2024,10:31 AM,8:21 PM,Kolby,Delos Santos
10022-45462,10022,6/19/2024,10:52 AM,6:13 PM,Kolby,Delos Santos
10022-45463,10022,6/20/2024,9:37 AM,7:29 PM,Kolby,Delos Santos
10022-45464,10022,6/21/2024,8:53 AM,4:26 PM,Kolby,Delos Santos
10022-45467,10022,6/24/2024,9:03 AM,6:10 PM,Kolby,Delos Santos
10022-45468,10022,6/25/2024,8:42 AM,5:02 PM,Kolby,Delos Santos
10022-45469,10022,6/26/2024,8:07 AM,5:17 PM,Kolby,Delos Santos
10022-45470,10022,6/27/2024,8:01 AM,6:12 PM,Kolby,Delos Santos
10022-45471,10022,6/28/2024,10:21 AM,6:29 PM,Kolby,Delos Santos
10022-45474,10022,7/1/2024,9:18 AM,5:02 PM,Kolby,Delos Santos
10022-45475,10022,7/2/2024,9:56 AM,6:31 PM,Kolby,Delos Santos
10022-45476,10022,7/3/2024,9:33 AM,7:45 PM,Kolby,Delos Santos
10022-45477,10022,7/4/2024,9:01 AM,4:36 PM,Kolby,Delos Santos
10022-45478,10022,7/5/2024,10:34 AM,7:13 PM,Kolby,Delos Santos
10022-45481,10022,7/8/2024,9:26 AM,8:23 PM,Kolby,Delos Santos
10022-45482,10022,7/9/2024,9:42 AM,8:07 PM,Kolby,Delos Santos
10022-45483,10022,7/10/2024,10:18 AM,5:42 PM,Kolby,Delos Santos
10022-45484,10022,7/11/2024,9:22 AM,5:26 PM,Kolby,Delos Santos
10022-45485,10022,7/12/2024,9:08 AM,6:08 PM,Kolby,Delos Santos
