Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10018-45446,10018,6/3/2024,8:22 AM,4:46 PM,Allison,San Jose
10018-45447,10018,6/4/2024,10:40 AM,9:01 PM,Allison,San Jose
10018-45448,10018,6/5/2024,9:09 AM,7:20 PM,Allison,San Jose
10018-45449,10018,6/6/2024,8:25 AM,3:51 PM,Allison,San Jose
10018-45450,10018,6/7/2024,9:19 AM,5:38 PM,Allison,San Jose
10018-45453,10018,6/10/2024,10:51 AM,8:16 PM,Allison,San Jose
10018-45454,10018,6/11/2024,9:32 AM,5:59 PM,Allison,San Jose
10018-45455,10018,6/12/2024,8:25 AM,3:59 PM,Allison,San Jose
10018-45456,10018,6/13/2024,8:02 AM,5:45 PM,Allison,San Jose
10018-45457,10018,6/14/2024,10:43 AM,6:48 PM,Allison,San Jose
10018-45460,10018,6/17/2024,10:55 AM,8:17 PM,Allison,San Jose
10018-45461,10018,6/18/2024,8:46 AM,6:58 PM,Allison,San Jose
10018-45462,10018,6/19/2024,8:30 AM,6:47 PM,Allison,San Jose
10018-45463,10018,6/20/2024,10:38 AM,9:20 PM,Allison,San Jose
10018-45464,10018,6/21/2024,10:41 AM,8:09 PM,Allison,San Jose
10018-45467,10018,6/24/2024,8:42 AM,4:34 PM,Allison,San Jose
10018-45468,10018,6/25/2024,10:26 AM,6:23 PM,Allison,San Jose
10018-45469,10018,6/26/2024,10:00 AM,7:33 PM,Allison,San Jose
10018-45470,10018,6/27/2024,10:58 AM,8:59 PM,Allison,San Jose
10018-45471,10018,6/28/2024,9:58 AM,8:35 PM,Allison,San Jose
10018-45474,10018,7/1/2024,8:59 AM,6:32 PM,Allison,San Jose
10018-45475,10018,7/2/2024,8:58 AM,4:08 PM,Allison,San Jose
10018-45476,10018,7/3/2024,8:26 AM,6:34 PM,Allison,San Jose
10018-45477,10018,7/4/2024,8:18 AM,5:56 PM,Allison,San Jose
10018-45478,10018,7/5/2024,10:55 AM,9:41 PM,Allison,San Jose
10018-45481,10018,7/8/2024,10:53 AM,9:22 PM,Allison,San Jose
10018-45482,10018,7/9/2024,10:35 AM,7:38 PM,Allison,San Jose
10018-45483,10018,7/10/2024,8:27 AM,5:03 PM,Allison,San Jose
10018-45484,10018,7/11/2024,8:06 AM,6:00 PM,Allison,San Jose
10018-45485,10018,7/12/2024,8:22 AM,4:20 PM,Allison,San Jose
10018-45488,10018,7/15/2024,8:53 AM,5:51 PM,Allison,San Jose
10018-45489,10018,7/16/2024,10:37 AM,9:08 PM,Allison,San Jose
10018-45490,10018,7/17/2024,8:09 AM,6:56 PM,Allison,San Jose
10018-45491,10018,7/18/2024,9:38 AM,7:55 PM,Allison,San Jose
10018-45492,10018,7/19/2024,10:31 AM,7:32 PM,Allison,San Jose
10018-45495,10018,7/22/2024,9:29 AM,7:26 PM,Allison,San Jose
10018-45496,10018,7/23/2024,10:17 AM,6:24 PM,Allison,San Jose
10018-45497,10018,7/24/2024,10:29 AM,8:16 PM,Allison,San Jose
10018-45498,10018,7/25/2024,8:16 AM,5:22 PM,Allison,San Jose
10018-45499,10018,7/26/2024,9:04 AM,7:04 PM,Allison,San Jose
10018-45502,10018,7/29/2024,8:21 AM,4:56 PM,Allison,San Jose
10018-45503,10018,7/30/2024,9:18 AM,7:53 PM,Allison,San Jose
10018-45504,10018,7/31/2024,8:11 AM,4:16 PM,Allison,San Jose
10018-45505,10018,8/1/2024,8:36 AM,6:07 PM,Allison,San Jose
10018-45506,10018,8/2/2024,8:36 AM,3:48 PM,Allison,San Jose
10018-45509,10018,8/5/2024,8:26 AM,5:55 PM,Allison,San Jose
10018-45510,10018,8/6/2024,8:37 AM,4:37 PM,Allison,San Jose
10018-45511,10018,8/7/2024,8:29 AM,4:19 PM,Allison,San Jose
10018-45512,10018,8/8/2024,8:38 AM,7:30 PM,Allison,San Jose
10018-45513,10018,8/9/2024,10:05 AM,6:21 PM,Allison,San Jose
10018-45516,10018,8/12/2024,10:47 AM,6:07 PM,Allison,San Jose
10018-45517,10018,8/13/2024,10:47 AM,6:23 PM,Allison,San Jose
10018-45518,10018,8/14/2024,8:04 AM,4:41 PM,Allison,San Jose
10018-45519,10018,8/15/2024,10:13 AM,5:30 PM,Allison,San Jose
10018-45520,10018,8/16/2024,9:47 AM,5:04 PM,Allison,San Jose
10018-45523,10018,8/19/2024,8:33 AM,7:10 PM,Allison,San Jose
10018-45524,10018,8/20/2024,10:18 AM,7:47 PM,Allison,San Jose
10018-45525,10018,8/21/2024,9:01 AM,4:34 PM,Allison,San Jose
10018-45526,10018,8/22/2024,8:04 AM,6:42 PM,Allison,San Jose
10018-45527,10018,8/23/2024,8:12 AM,7:04 PM,Allison,San Jose
10018-45530,10018,8/26/2024,8:15 AM,6:05 PM,Allison,San Jose
10018-45531,10018,8/27/2024,8:22 AM,6:22 PM,Allison,San Jose
10018-45532,10018,8/28/2024,10:38 AM,6:17 PM,Allison,San Jose
10018-45533,10018,8/29/2024,9:42 AM,6:16 PM,Allison,San Jose
10018-45534,10018,8/30/2024,9:06 AM,6:07 PM,Allison,San Jose
10018-45537,10018,9/2/2024,9:19 AM,6:09 PM,Allison,San Jose
10018-45538,10018,9/3/2024,8:41 AM,5:32 PM,Allison,San Jose
10018-45539,10018,9/4/2024,10:12 AM,7:31 PM,Allison,San Jose
10018-45540,10018,9/5/2024,9:44 AM,5:14 PM,Allison,San Jose
10018-45541,10018,9/6/2024,8:45 AM,3:46 PM,Allison,San Jose
10018-45544,10018,9/9/2024,9:47 AM,8:13 PM,Allison,San Jose
10018-45545,10018,9/10/2024,8:40 AM,4:12 PM,Allison,San Jose
10018-45546,10018,9/11/2024,8:29 AM,4:35 PM,Allison,San Jose
10018-45547,10018,9/12/2024,8:03 AM,3:56 PM,Allison,San Jose
10018-45548,10018,9/13/2024,10:42 AM,6:33 PM,Allison,San Jose
10018-45551,10018,9/16/2024,9:03 AM,7:25 PM,Allison,San Jose
10018-45552,10018,9/17/2024,9:10 AM,4:52 PM,Allison,San Jose
10018-45553,10018,9/18/2024,8:31 AM,6:24 PM,Allison,San Jose
10018-45554,10018,9/19/2024,9:18 AM,4:39 PM,Allison,San Jose
10018-45555,10018,9/20/2024,10:48 AM,6:13 PM,Allison,San Jose
10018-45558,10018,9/23/2024,10:24 AM,6:20 PM,Allison,San Jose
10018-45559,10018,9/24/2024,8:53 AM,6:34 PM,Allison,San Jose
10018-45560,10018,9/25/2024,9:56 AM,6:58 PM,Allison,San Jose
10018-45561,10018,9/26/2024,8:11 AM,6:03 PM,Allison,San Jose
10018-45562,10018,9/27/2024,8:02 AM,4:18 PM,Allison,San Jose
10018-45565,10018,9/30/2024,8:02 AM,4:06 PM,Allison,San Jose
10018-45566,10018,10/1/2024,10:42 AM,8:35 PM,Allison,San Jose
10018-45567,10018,10/2/2024,10:21 AM,6:18 PM,Allison,San Jose
10018-45568,10018,10/3/2024,9:43 AM,6:27 PM,Allison,San Jose
10018-45569,10018,10/4/2024,9:50 AM,7:34 PM,Allison,San Jose
10018-45572,10018,10/7/2024,10:22 AM,7:02 PM,Allison,San Jose
10018-45573,10018,10/8/2024,9:11 AM,6:33 PM,Allison,San Jose
10018-45574,10018,10/9/2024,9:28 AM,4:48 PM,Allison,San Jose
10018-45575,10018,10/10/2024,10:44 AM,9:20 PM,Allison,San Jose
10018-45576,10018,10/11/2024,8:52 AM,7:36 PM,Allison,San Jose
10018-45579,10018,10/14/2024,8:58 AM,5:24 PM,Allison,San Jose
10018-45580,10018,10/15/2024,9:16 AM,5:55 PM,Allison,San Jose
10018-45581,10018,10/16/2024,9:42 AM,5:35 PM,Allison,San Jose
10018-45582,10018,10/17/2024,10:38 AM,7:10 PM,Allison,San Jose
10018-45583,10018,10/18/2024,9:19 AM,5:06 PM,Allison,San Jose
10018-45586,10018,10/21/2024,9:13 AM,7:52 PM,Allison,San Jose
10018-45587,10018,10/22/2024,10:37 AM,5:59 PM,Allison,San Jose
10018-45588,10018,10/23/2024,8:31 AM,6:28 PM,Allison,San Jose
10018-45589,10018,10/24/2024,8:18 AM,3:45 PM,Allison,San Jose
10018-45590,10018,10/25/2024,10:14 AM,7:06 PM,Allison,San Jose
10018-45593,10018,10/28/2024,8:32 AM,4:56 PM,Allison,San Jose
10018-45594,10018,10/29/2024,8:12 AM,5:31 PM,Allison,San Jose
10018-45595,10018,10/30/2024,10:27 AM,8:00 PM,Allison,San Jose
10018-45596,10018,10/31/2024,9:07 AM,6:43 PM,Allison,San Jose
10018-45597,10018,11/1/2024,10:02 AM,5:25 PM,Allison,San Jose
10018-45600,10018,11/4/2024,10:12 AM,7:32 PM,Allison,San Jose
10018-45601,10018,11/5/2024,8:40 AM,6:18 PM,Allison,San Jose
10018-45602,10018,11/6/2024,8:06 AM,3:31 PM,Allison,San Jose
10018-45603,10018,11/7/2024,10:15 AM,5:38 PM,Allison,San Jose
10018-45604,10018,11/8/2024,9:44 AM,5:28 PM,Allison,San Jose
10018-45607,10018,11/11/2024,8:15 AM,3:52 PM,Allison,San Jose
10018-45608,10018,11/12/2024,10:23 AM,8:07 PM,Allison,San Jose
10018-45609,10018,11/13/2024,9:08 AM,5:56 PM,Allison,San Jose
10018-45610,10018,11/14/2024,9:59 AM,6:19 PM,Allison,San Jose
10018-45611,10018,11/15/2024,8:26 AM,6:00 PM,Allison,San Jose
10018-45614,10018,11/18/2024,10:38 AM,9:03 PM,Allison,San Jose
10018-45615,10018,11/19/2024,9:46 AM,5:17 PM,Allison,San Jose
10018-45616,10018,11/20/2024,9:07 AM,4:18 PM,Allison,San Jose
10018-45617,10018,11/21/2024,9:42 AM,5:12 PM,Allison,San Jose
10018-45618,10018,11/22/2024,9:30 AM,8:12 PM,Allison,San Jose
10018-45621,10018,11/25/2024,8:12 AM,3:13 PM,Allison,San Jose
10018-45622,10018,11/26/2024,10:45 AM,5:51 PM,Allison,San Jose
10018-45623,10018,11/27/2024,10:34 AM,8:14 PM,Allison,San Jose
10018-45624,10018,11/28/2024,10:38 AM,5:43 PM,Allison,San Jose
10018-45625,10018,11/29/2024,9:40 AM,5:58 PM,Allison,San Jose
10018-45628,10018,12/2/2024,10:58 AM,9:50 PM,Allison,San Jose
10018-45629,10018,12/3/2024,9:45 AM,6:42 PM,Allison,San Jose
10018-45630,10018,12/4/2024,8:42 AM,6:08 PM,Allison,San Jose
10018-45631,10018,12/5/2024,10:59 AM,9:55 PM,Allison,San Jose
10018-45632,10018,12/6/2024,9:00 AM,7:55 PM,Allison,San Jose
10018-45635,10018,12/9/2024,9:33 AM,4:52 PM,Allison,San Jose
10018-45636,10018,12/10/2024,8:48 AM,6:13 PM,Allison,San Jose
10018-45637,10018,12/11/2024,9:12 AM,7:16 PM,Allison,San Jose
10018-45638,10018,12/12/2024,9:28 AM,5:34 PM,Allison,San Jose
10018-45639,10018,12/13/2024,10:09 AM,8:49 PM,Allison,San Jose
10018-45642,10018,12/16/2024,10:06 AM,5:30 PM,Allison,San Jose
10018-45643,10018,12/17/2024,9:26 AM,4:38 PM,Allison,San Jose
10018-45644,10018,12/18/2024,10:21 AM,9:11 PM,Allison,San Jose
10018-45645,10018,12/19/2024,10:24 AM,6:31 PM,Allison,San Jose
10018-45646,10018,12/20/2024,10:25 AM,5:47 PM,Allison,San Jose
10018-45649,10018,12/23/2024,9:31 AM,5:28 PM,Allison,San Jose
10018-45650,10018,12/24/2024,10:28 AM,6:06 PM,Allison,San Jose
10018-45651,10018,12/25/2024,10:27 AM,8:11 PM,Allison,San Jose
10018-45652,10018,12/26/2024,10:15 AM,9:12 PM,Allison,San Jose
10018-45653,10018,12/27/2024,10:04 AM,5:21 PM,Allison,San Jose
10018-45656,10018,12/30/2024,8:59 AM,7:36 PM,Allison,San Jose
10018-45657,10018,12/31/2024,10:05 AM,6:09 PM,Allison,San Jose
