Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10003-45446,10003,6/3/2024,10:23 AM,6:32 PM,Bianca Sofia,Aquino
10003-45447,10003,6/4/2024,10:45 AM,8:37 PM,Bianca Sofia,Aquino
10003-45448,10003,6/5/2024,9:18 AM,6:46 PM,Bianca Sofia,Aquino
10003-45449,10003,6/6/2024,10:10 AM,6:01 PM,Bianca Sofia,Aquino
10003-45450,10003,6/7/2024,10:22 AM,8:15 PM,Bianca Sofia,Aquino
10003-45453,10003,6/10/2024,8:58 AM,5:52 PM,Bianca Sofia,Aquino
10003-45454,10003,6/11/2024,9:35 AM,5:06 PM,Bianca Sofia,Aquino
10003-45455,10003,6/12/2024,10:51 AM,8:14 PM,Bianca Sofia,Aquino
10003-45456,10003,6/13/2024,8:53 AM,7:06 PM,Bianca Sofia,Aquino
10003-45457,10003,6/14/2024,10:20 AM,6:16 PM,Bianca Sofia,Aquino
10003-45460,10003,6/17/2024,10:46 AM,8:54 PM,Bianca Sofia,Aquino
10003-45461,10003,6/18/2024,8:38 AM,6:30 PM,Bianca Sofia,Aquino
10003-45462,10003,6/19/2024,10:53 AM,7:46 PM,Bianca Sofia,Aquino
10003-45463,10003,6/20/2024,10:02 AM,6:12 PM,Bianca Sofia,Aquino
10003-45464,10003,6/21/2024,9:03 AM,6:01 PM,Bianca Sofia,Aquino
10003-45467,10003,6/24/2024,9:11 AM,4:25 PM,Bianca Sofia,Aquino
10003-45468,10003,6/25/2024,10:59 AM,7:33 PM,Bianca Sofia,Aquino
10003-45469,10003,6/26/2024,9:39 AM,5:15 PM,Bianca Sofia,Aquino
10003-45470,10003,6/27/2024,10:41 AM,6:27 PM,Bianca Sofia,Aquino
10003-45471,10003,6/28/2024,9:43 AM,7:09 PM,Bianca Sofia,Aquino
10003-45474,10003,7/1/2024,9:03 AM,8:00 PM,Bianca Sofia,Aquino
10003-45475,10003,7/2/2024,9:06 AM,6:09 PM,Bianca Sofia,Aquino
10003-45476,10003,7/3/2024,8:34 AM,4:27 PM,Bianca Sofia,Aquino
10003-45477,10003,7/4/2024,8:17 AM,4:54 PM,Bianca Sofia,Aquino
10003-45478,10003,7/5/2024,10:18 AM,6:10 PM,Bianca Sofia,Aquino
10003-45481,10003,7/8/2024,10:28 AM,9:25 PM,Bianca Sofia,Aquino
10003-45482,10003,7/9/2024,9:14 AM,8:12 PM,Bianca Sofia,Aquino
10003-45483,10003,7/10/2024,8:51 AM,5:54 PM,Bianca Sofia,Aquino
10003-45484,10003,7/11/2024,8:54 AM,5:41 PM,Bianca Sofia,Aquino
10003-45485,10003,7/12/2024,8:40 AM,6:05 PM,Bianca Sofia,Aquino
10003-45488,10003,7/15/2024,9:47 AM,8:24 PM,Bianca Sofia,Aquino
10003-45489,10003,7/16/2024,9:17 AM,5:16 PM,Bianca Sofia,Aquino
10003-45490,10003,7/17/2024,8:38 AM,3:44 PM,Bianca Sofia,Aquino
10003-45491,10003,7/18/2024,10:16 AM,6:03 PM,Bianca Sofia,Aquino
10003-45492,10003,7/19/2024,8:04 AM,3:32 PM,Bianca Sofia,Aquino
10003-45495,10003,7/22/2024,9:49 AM,6:06 PM,Bianca Sofia,Aquino
10003-45496,10003,7/23/2024,9:37 AM,7:35 PM,Bianca Sofia,Aquino
10003-45497,10003,7/24/2024,8:59 AM,6:23 PM,Bianca Sofia,Aquino
10003-45498,10003,7/25/2024,9:44 AM,7:49 PM,Bianca Sofia,Aquino
10003-45499,10003,7/26/2024,10:50 AM,8:39 PM,Bianca Sofia,Aquino
10003-45502,10003,7/29/2024,9:38 AM,7:46 PM,Bianca Sofia,Aquino
10003-45503,10003,7/30/2024,9:32 AM,6:13 PM,Bianca Sofia,Aquino
10003-45504,10003,7/31/2024,8:39 AM,6:59 PM,Bianca Sofia,Aquino
10003-45505,10003,8/1/2024,9:32 AM,7:37 PM,Bianca Sofia,Aquino
10003-45506,10003,8/2/2024,10:51 AM,9:25 PM,Bianca Sofia,Aquino
10003-45509,10003,8/5/2024,9:32 AM,6:25 PM,Bianca Sofia,Aquino
10003-45510,10003,8/6/2024,10:30 AM,7:38 PM,Bianca Sofia,Aquino
10003-45511,10003,8/7/2024,10:53 AM,6:42 PM,Bianca Sofia,Aquino
10003-45512,10003,8/8/2024,10:44 AM,8:30 PM,Bianca Sofia,Aquino
10003-45513,10003,8/9/2024,8:06 AM,5:40 PM,Bianca Sofia,Aquino
10003-45516,10003,8/12/2024,9:59 AM,6:18 PM,Bianca Sofia,Aquino
10003-45517,10003,8/13/2024,10:33 AM,5:44 PM,Bianca Sofia,Aquino
10003-45518,10003,8/14/2024,8:29 AM,5:22 PM,Bianca Sofia,Aquino
10003-45519,10003,8/15/2024,8:24 AM,4:39 PM,Bianca Sofia,Aquino
10003-45520,10003,8/16/2024,8:32 AM,6:03 PM,Bianca Sofia,Aquino
10003-45523,10003,8/19/2024,9:47 AM,8:02 PM,Bianca Sofia,Aquino
10003-45524,10003,8/20/2024,9:10 AM,5:30 PM,Bianca Sofia,Aquino
10003-45525,10003,8/21/2024,8:19 AM,5:16 PM,Bianca Sofia,Aquino
10003-45526,10003,8/22/2024,9:28 AM,4:46 PM,Bianca Sofia,Aquino
10003-45527,10003,8/23/2024,9:27 AM,6:50 PM,Bianca Sofia,Aquino
10003-45530,10003,8/26/2024,8:53 AM,6:58 PM,Bianca Sofia,Aquino
10003-45531,10003,8/27/2024,8:34 AM,3:49 PM,Bianca Sofia,Aquino
10003-45532,10003,8/28/2024,9:50 AM,7:36 PM,Bianca Sofia,Aquino
10003-45533,10003,8/29/2024,9:01 AM,7:34 PM,Bianca Sofia,Aquino
10003-45534,10003,8/30/2024,9:51 AM,7:41 PM,Bianca Sofia,Aquino
10003-45537,10003,9/2/2024,8:20 AM,3:28 PM,Bianca Sofia,Aquino
10003-45538,10003,9/3/2024,10:48 AM,9:27 PM,Bianca Sofia,Aquino
10003-45539,10003,9/4/2024,10:50 AM,7:39 PM,Bianca Sofia,Aquino
10003-45540,10003,9/5/2024,8:01 AM,3:24 PM,Bianca Sofia,Aquino
10003-45541,10003,9/6/2024,10:53 AM,8:20 PM,Bianca Sofia,Aquino
10003-45544,10003,9/9/2024,8:14 AM,7:04 PM,Bianca Sofia,Aquino
10003-45545,10003,9/10/2024,10:15 AM,5:55 PM,Bianca Sofia,Aquino
10003-45546,10003,9/11/2024,9:57 AM,5:42 PM,Bianca Sofia,Aquino
10003-45547,10003,9/12/2024,9:58 AM,7:07 PM,Bianca Sofia,Aquino
10003-45548,10003,9/13/2024,9:21 AM,7:39 PM,Bianca Sofia,Aquino
10003-45551,10003,9/16/2024,9:28 AM,5:05 PM,Bianca Sofia,Aquino
10003-45552,10003,9/17/2024,9:50 AM,7:10 PM,Bianca Sofia,Aquino
10003-45553,10003,9/18/2024,10:56 AM,8:58 PM,Bianca Sofia,Aquino
10003-45554,10003,9/19/2024,8:24 AM,3:50 PM,Bianca Sofia,Aquino
10003-45555,10003,9/20/2024,8:06 AM,5:22 PM,Bianca Sofia,Aquino
10003-45558,10003,9/23/2024,9:58 AM,6:04 PM,Bianca Sofia,Aquino
10003-45559,10003,9/24/2024,8:44 AM,4:30 PM,Bianca Sofia,Aquino
10003-45560,10003,9/25/2024,10:30 AM,5:48 PM,Bianca Sofia,Aquino
10003-45561,10003,9/26/2024,9:37 AM,8:25 PM,Bianca Sofia,Aquino
10003-45562,10003,9/27/2024,9:29 AM,5:52 PM,Bianca Sofia,Aquino
10003-45565,10003,9/30/2024,9:30 AM,5:23 PM,Bianca Sofia,Aquino
10003-45566,10003,10/1/2024,10:46 AM,7:59 PM,Bianca Sofia,Aquino
10003-45567,10003,10/2/2024,8:48 AM,4:20 PM,Bianca Sofia,Aquino
10003-45568,10003,10/3/2024,9:38 AM,8:30 PM,Bianca Sofia,Aquino
10003-45569,10003,10/4/2024,9:10 AM,7:07 PM,Bianca Sofia,Aquino
10003-45572,10003,10/7/2024,9:08 AM,5:15 PM,Bianca Sofia,Aquino
10003-45573,10003,10/8/2024,9:03 AM,6:27 PM,Bianca Sofia,Aquino
10003-45574,10003,10/9/2024,8:27 AM,4:34 PM,Bianca Sofia,Aquino
10003-45575,10003,10/10/2024,10:37 AM,8:50 PM,Bianca Sofia,Aquino
10003-45576,10003,10/11/2024,10:55 AM,8:30 PM,Bianca Sofia,Aquino
10003-45579,10003,10/14/2024,9:00 AM,5:36 PM,Bianca Sofia,Aquino
10003-45580,10003,10/15/2024,8:46 AM,5:53 PM,Bianca Sofia,Aquino
10003-45581,10003,10/16/2024,10:37 AM,9:22 PM,Bianca Sofia,Aquino
10003-45582,10003,10/17/2024,8:39 AM,4:36 PM,Bianca Sofia,Aquino
10003-45583,10003,10/18/2024,10:38 AM,8:22 PM,Bianca Sofia,Aquino
10003-45586,10003,10/21/2024,10:26 AM,7:33 PM,Bianca Sofia,Aquino
10003-45587,10003,10/22/2024,9:09 AM,5:15 PM,Bianca Sofia,Aquino
10003-45588,10003,10/23/2024,8:23 AM,5:36 PM,Bianca Sofia,Aquino
10003-45589,10003,10/24/2024,8:13 AM,6:04 PM,Bianca Sofia,Aquino
10003-45590,10003,10/25/2024,9:08 AM,6:43 PM,Bianca Sofia,Aquino
10003-45593,10003,10/28/2024,10:39 AM,7:31 PM,Bianca Sofia,Aquino
10003-45594,10003,10/29/2024,10:28 AM,6:09 PM,Bianca Sofia,Aquino
10003-45595,10003,10/30/2024,9:16 AM,4:21 PM,Bianca Sofia,Aquino
10003-45596,10003,10/31/2024,10:38 AM,6:36 PM,Bianca Sofia,Aquino
10003-45597,10003,11/1/2024,9:28 AM,7:17 PM,Bianca Sofia,Aquino
10003-45600,10003,11/4/2024,8:36 AM,4:12 PM,Bianca Sofia,Aquino
10003-45601,10003,11/5/2024,10:53 AM,8:32 PM,Bianca Sofia,Aquino
10003-45602,10003,11/6/2024,10:40 AM,8:34 PM,Bianca Sofia,Aquino
10003-45603,10003,11/7/2024,10:54 AM,9:20 PM,Bianca Sofia,Aquino
10003-45604,10003,11/8/2024,9:42 AM,7:48 PM,Bianca Sofia,Aquino
10003-45607,10003,11/11/2024,10:20 AM,8:57 PM,Bianca Sofia,Aquino
10003-45608,10003,11/12/2024,10:36 AM,8:45 PM,Bianca Sofia,Aquino
10003-45609,10003,11/13/2024,8:18 AM,4:16 PM,Bianca Sofia,Aquino
10003-45610,10003,11/14/2024,10:01 AM,7:30 PM,Bianca Sofia,Aquino
10003-45611,10003,11/15/2024,8:41 AM,5:50 PM,Bianca Sofia,Aquino
10003-45614,10003,11/18/2024,10:04 AM,8:21 PM,Bianca Sofia,Aquino
10003-45615,10003,11/19/2024,9:38 AM,8:33 PM,Bianca Sofia,Aquino
10003-45616,10003,11/20/2024,10:01 AM,5:37 PM,Bianca Sofia,Aquino
10003-45617,10003,11/21/2024,8:12 AM,6:06 PM,Bianca Sofia,Aquino
10003-45618,10003,11/22/2024,8:42 AM,6:43 PM,Bianca Sofia,Aquino
10003-45621,10003,11/25/2024,9:40 AM,8:33 PM,Bianca Sofia,Aquino
10003-45622,10003,11/26/2024,8:03 AM,3:52 PM,Bianca Sofia,Aquino
10003-45623,10003,11/27/2024,10:51 AM,9:07 PM,Bianca Sofia,Aquino
10003-45624,10003,11/28/2024,10:38 AM,6:45 PM,Bianca Sofia,Aquino
10003-45625,10003,11/29/2024,8:28 AM,4:11 PM,Bianca Sofia,Aquino
10003-45628,10003,12/2/2024,8:43 AM,5:37 PM,Bianca Sofia,Aquino
10003-45629,10003,12/3/2024,10:06 AM,6:24 PM,Bianca Sofia,Aquino
10003-45630,10003,12/4/2024,9:26 AM,7:12 PM,Bianca Sofia,Aquino
10003-45631,10003,12/5/2024,8:13 AM,5:28 PM,Bianca Sofia,Aquino
10003-45632,10003,12/6/2024,8:18 AM,4:12 PM,Bianca Sofia,Aquino
10003-45635,10003,12/9/2024,9:22 AM,5:44 PM,Bianca Sofia,Aquino
10003-45636,10003,12/10/2024,8:31 AM,3:36 PM,Bianca Sofia,Aquino
10003-45637,10003,12/11/2024,8:20 AM,5:15 PM,Bianca Sofia,Aquino
10003-45638,10003,12/12/2024,9:00 AM,6:31 PM,Bianca Sofia,Aquino
10003-45639,10003,12/13/2024,8:14 AM,4:36 PM,Bianca Sofia,Aquino
10003-45642,10003,12/16/2024,10:18 AM,6:01 PM,Bianca Sofia,Aquino
10003-45643,10003,12/17/2024,8:15 AM,5:27 PM,Bianca Sofia,Aquino
10003-45644,10003,12/18/2024,9:44 AM,6:32 PM,Bianca Sofia,Aquino
10003-45645,10003,12/19/2024,10:26 AM,7:03 PM,Bianca Sofia,Aquino
10003-45646,10003,12/20/2024,9:03 AM,6:51 PM,Bianca Sofia,Aquino
10003-45649,10003,12/23/2024,9:14 AM,5:28 PM,Bianca Sofia,Aquino
10003-45650,10003,12/24/2024,9:00 AM,4:37 PM,Bianca Sofia,Aquino
10003-45651,10003,12/25/2024,9:28 AM,6:02 PM,Bianca Sofia,Aquino
10003-45652,10003,12/26/2024,8:35 AM,6:45 PM,Bianca Sofia,Aquino
10003-45653,10003,12/27/2024,10:30 AM,5:43 PM,Bianca Sofia,Aquino
10003-45656,10003,12/30/2024,10:46 AM,9:43 PM,Bianca Sofia,Aquino
10003-45657,10003,12/31/2024,8:53 AM,4:37 PM,Bianca Sofia,Aquino
